USER_ID,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12,Q12S1,Q13,Q13S1,Q13S2,Q14,Q14S1,Q15,Q15S1,Q15S2,Q61,gender,age,chiiki
1425,3,3,2,1,20,35,20,25,80,75,30,25,30,20,80,75,5,5,5,5,4,8,NA,5,1,0,1,0,0,0,0,0,2,NA,NA,1,2,3,2,2,1,1,2,2,1,41,9
1426,2,3,3,7,100,20,10,30,0,0,10,20,10,10,0,0,3,2,3,4,2,8,NA,8,0,0,0,0,1,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,39,13
1427,3,3,2,1,90,30,0,0,0,0,80,10,0,0,0,0,3,3,1,2,1,1,2,NA,0,1,1,1,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,1,2,1,41,14
1428,3,3,2,5,20,75,40,50,75,50,25,50,15,50,75,50,4,4,3,3,5,8,NA,5,0,0,1,0,0,0,0,0,2,NA,NA,1,2,5,2,1,1,2,2,3,2,70,4
1429,3,3,1,5,0,0,0,0,0,100,0,0,0,0,0,100,5,5,5,5,5,6,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,6,6,1,NA,1,5,5,2,2,57,4
1430,3,3,1,8,50,50,50,50,50,50,50,50,50,50,50,50,5,5,3,3,4,1,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,2,1,2,1,1,1,1,4,1,53,11
1431,3,2,2,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,4,3,3,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,8,7,2,1,38,11
1432,3,3,2,6,50,40,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,2,2,NA,0,0,1,0,0,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,48,13
1433,3,3,2,1,50,70,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,1,2,2,1,NA,1,8,7,2,2,53,4
1434,3,3,1,8,50,30,40,40,40,30,50,30,40,40,40,0,3,3,5,3,3,1,2,NA,0,0,0,1,1,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,48,7
1435,2,2,2,7,8,40,50,50,80,50,20,20,40,40,80,80,3,3,4,3,3,8,NA,5,1,1,1,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,60,4
1436,3,1,1,5,0,75,10,10,20,0,50,40,20,40,20,0,4,4,4,4,4,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,4,2,2,47,2
1437,3,1,3,8,50,50,50,50,50,50,50,50,50,50,50,50,4,4,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,5,5,3,1,46,23
1438,2,3,3,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,28,11
1439,3,1,1,1,25,75,50,50,75,25,50,90,25,50,50,0,4,4,2,4,4,2,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,2,1,70,3
1440,3,2,1,5,0,50,50,25,50,25,0,50,25,25,50,0,5,2,2,3,4,8,NA,5,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,2,2,4,1,62,6
1441,4,NA,2,5,40,50,40,50,80,40,40,50,30,50,80,40,3,2,4,4,3,8,NA,8,1,0,1,0,0,1,0,0,1,5,5,NA,NA,NA,1,NA,1,2,2,4,1,25,13
1442,1,3,2,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,1,65,22
1443,3,1,1,1,98,0,25,25,50,0,95,0,25,25,50,50,4,2,1,1,1,1,2,NA,0,0,0,0,1,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,60,22
1444,1,1,2,7,0,30,0,50,50,0,0,0,0,0,0,0,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,99,2,40,28
1445,1,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,8,NA,8,1,1,1,1,1,1,1,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,47,13
1446,4,NA,2,1,30,60,20,30,20,10,50,40,20,30,20,10,3,3,3,2,3,2,2,NA,0,0,0,0,1,1,0,0,1,2,2,NA,NA,NA,1,NA,2,NA,NA,3,2,72,22
1447,4,NA,1,7,75,0,25,25,25,25,75,0,50,0,0,0,2,3,1,2,2,1,2,NA,0,1,1,1,1,1,0,0,1,1,1,NA,NA,NA,1,NA,1,1,1,4,1,29,28
1448,3,3,2,8,60,40,50,50,50,50,60,50,40,60,40,50,2,2,4,2,2,1,2,NA,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,31,22
1449,1,2,2,7,80,80,50,50,50,50,50,70,60,50,50,50,3,3,3,3,3,3,2,NA,0,1,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,4,2,32,14
1450,2,3,3,8,50,50,50,50,50,40,50,40,40,50,40,40,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,27,12
1451,2,1,2,1,100,25,50,50,0,0,100,20,50,10,0,0,2,2,1,1,1,1,2,NA,0,0,0,0,1,0,0,0,2,NA,NA,1,1,1,1,NA,3,NA,NA,3,2,38,14
1452,3,1,1,2,75,50,50,50,10,0,100,50,50,50,10,0,2,2,3,2,2,1,2,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,73,33
1453,3,2,2,7,20,20,0,0,50,0,0,20,0,0,50,0,5,5,5,5,5,8,NA,5,1,0,1,1,0,1,0,0,3,NA,NA,1,5,5,1,NA,3,NA,NA,2,2,33,40
1454,3,3,2,8,50,60,30,30,50,30,50,60,10,10,50,20,4,4,3,4,3,1,2,NA,0,0,1,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,36,10
1455,3,3,2,4,60,50,50,65,65,50,50,50,50,60,50,60,3,3,2,2,2,8,NA,8,0,0,1,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,7,1,2,1,42,47
1456,3,3,1,1,50,50,50,80,30,0,0,20,30,70,30,0,4,3,3,3,3,4,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,4,4,1,NA,1,4,4,4,1,57,27
1457,4,NA,1,7,0,10,50,5,1,0,0,2,100,2,1,0,4,4,5,5,4,3,1,NA,0,0,0,0,0,1,0,0,1,3,3,NA,NA,NA,1,NA,1,3,3,2,1,67,20
1458,3,3,1,8,10,10,10,10,20,10,10,20,20,10,10,10,4,4,4,3,3,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,8,7,4,2,24,22
1459,3,3,2,7,50,50,50,50,50,50,50,0,0,0,0,0,3,3,3,3,3,1,2,NA,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,29,1
1460,3,1,2,5,0,10,30,50,75,75,10,0,40,30,80,80,5,4,3,3,5,5,2,NA,1,1,0,0,0,0,0,0,2,NA,NA,1,8,5,2,5,1,6,5,4,2,68,15
1461,3,3,1,8,20,30,0,30,70,60,30,50,0,30,70,60,5,5,4,3,5,8,NA,5,0,0,1,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,2,2,4,1,72,13
1462,3,3,2,8,50,50,20,20,60,50,50,30,20,20,40,50,2,2,2,2,3,5,2,NA,0,0,1,0,0,0,0,0,3,NA,NA,1,1,5,2,6,1,2,2,4,1,56,20
1463,3,3,1,8,25,50,15,15,25,25,30,50,30,30,30,0,5,5,3,4,4,8,NA,2,0,0,1,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,1,4,2,69,13
1464,3,3,2,7,50,50,10,10,45,0,50,50,10,13,40,0,3,3,3,3,3,8,NA,8,0,0,1,0,0,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,25,11
1465,3,3,1,4,15,15,1,3,5,60,2,3,4,3,3,60,4,3,4,4,3,6,1,NA,1,0,1,0,0,0,0,0,2,NA,NA,1,6,6,1,NA,1,5,5,99,1,35,1
1466,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,38,11
1467,2,3,2,5,30,60,20,40,40,20,40,60,20,30,30,0,3,3,3,3,4,8,NA,2,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,2,2,3,1,33,7
1468,3,3,1,5,30,60,50,50,50,50,50,50,30,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,1,2,2,1,NA,1,2,2,3,2,41,35
1469,2,3,2,7,0,10,0,30,10,0,0,0,0,10,0,10,5,5,5,5,5,8,NA,8,0,0,1,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,31,27
1470,1,3,3,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,46,12
1471,3,1,3,2,100,50,75,50,25,0,100,50,72,50,25,0,2,2,1,1,1,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,1,1,1,1,NA,1,1,1,4,1,28,13
1472,3,3,2,8,80,80,50,80,30,50,80,60,50,80,20,50,2,2,1,2,2,1,2,NA,0,0,0,0,1,0,1,0,2,NA,NA,2,NA,NA,NA,NA,1,4,7,2,2,32,25
1473,3,3,1,4,0,50,0,0,75,10,25,50,0,0,75,10,4,4,4,5,5,5,2,NA,1,0,1,1,0,0,0,0,2,NA,NA,1,2,5,2,1,1,2,2,4,1,69,1
1474,3,2,2,1,100,0,80,70,50,0,100,0,80,70,50,0,2,3,2,3,2,1,1,NA,0,1,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,2,1,73,6
1475,3,3,1,7,50,75,50,50,50,50,50,80,50,5,40,40,3,3,3,3,3,2,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,7,3,2,42,40
1476,1,3,3,7,75,25,50,50,50,50,50,50,50,50,50,50,3,3,2,3,2,8,NA,1,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,35,11
1477,3,3,1,3,75,75,60,50,50,40,80,60,60,50,50,30,3,4,4,4,5,8,NA,4,1,0,1,0,0,0,0,0,2,NA,NA,1,6,4,2,7,1,4,4,2,1,70,28
1478,1,1,2,3,50,75,50,50,50,50,30,80,50,40,80,50,4,4,5,4,4,2,2,NA,0,0,0,0,1,0,0,0,2,NA,NA,1,5,2,2,2,1,2,2,4,2,27,34
1479,3,3,1,1,100,10,70,80,0,0,80,10,70,70,0,0,2,3,1,2,2,1,1,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,2,1,51,41
1480,3,2,1,5,60,50,50,50,60,50,50,50,50,50,60,50,3,3,3,3,3,2,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,4,1,57,7
1481,3,3,1,8,0,30,0,0,50,40,0,20,0,0,50,30,5,5,5,5,5,5,2,NA,1,0,1,1,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,2,2,4,2,65,13
1482,1,2,1,5,75,25,50,75,75,0,50,25,25,50,50,0,2,2,2,2,2,8,NA,5,0,1,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,54,27
1483,2,1,2,5,50,80,39,70,79,50,59,50,50,60,70,50,4,4,3,3,3,8,NA,5,0,0,1,0,0,0,0,0,2,NA,NA,1,5,5,1,NA,2,NA,NA,4,1,42,28
1484,2,2,2,1,40,60,50,50,60,50,30,50,30,40,50,50,4,4,2,3,3,2,2,NA,0,0,1,0,0,0,0,0,3,NA,NA,1,2,2,1,NA,2,NA,NA,3,1,46,4
1485,3,1,1,1,80,30,50,60,15,0,70,30,50,60,20,0,2,2,1,1,3,1,2,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,49,4
