ID,Female,Age,Temp_Ishin
1621,1,33,70
1622,0,49,70
1623,0,41,60
1624,1,47,NA
1625,0,59,NA
1626,1,62,30
1627,1,44,50
1628,1,30,NA
1629,0,56,50
1630,1,25,20
1631,0,69,30
1632,1,54,50
1633,1,25,40
1634,1,63,50
1635,0,55,60
1636,1,40,NA
1637,1,31,NA
1638,1,46,20
1639,0,51,70
1640,0,45,60
1641,1,71,NA
1642,0,24,30
1643,1,28,NA
1644,0,36,60
1645,0,29,70
1646,0,45,20
1647,0,54,30
1648,1,36,50
1649,0,43,30
1650,1,53,50
1651,1,39,NA
1652,0,32,60
1653,1,41,50
1654,1,52,50
1655,1,61,10
1656,0,29,NA
1657,0,28,NA
1658,1,45,60
1659,0,35,80
1660,0,61,30
1661,1,63,70
1662,0,71,20
1663,1,47,NA
1664,1,32,50
1665,1,24,50
1666,1,54,0
1667,1,36,NA
1668,1,31,NA
1669,1,33,NA
1670,0,62,20
1671,0,48,0
1672,0,48,40
1673,0,20,NA
1674,1,59,NA
1675,1,37,0
1676,1,23,NA
1677,1,45,0
1678,0,45,80
1679,1,63,60
1680,0,43,60
1681,1,41,70
1682,0,46,20
1683,0,41,20
1684,1,61,60
1685,0,65,10
1686,0,58,60
1687,0,44,30
1688,0,56,20
1689,0,54,30
1690,0,64,90
1691,0,39,30
1692,1,43,50
1693,1,37,30
1694,0,57,60
1695,0,42,50
1696,1,29,40
1697,1,22,40
1698,1,48,60
1699,1,50,NA
1700,0,22,20
1701,1,28,NA
1702,0,36,0
1703,0,46,0
1704,0,38,60
1705,1,65,20
1706,1,71,40
1707,0,56,NA
1708,0,46,60
1709,0,31,50
1710,1,22,NA
1711,0,67,NA
1712,1,24,NA
1713,0,72,NA
1714,1,25,20
1715,1,67,NA
1716,1,28,50
1717,1,65,50
1718,1,19,50
1719,1,25,20
1720,1,49,NA
1721,1,72,40
1722,0,29,60
1723,1,43,70
1724,1,41,60
1725,1,56,NA
1726,1,23,50
1727,1,54,40
1728,1,72,60
1729,0,69,0
1730,0,63,NA
1731,1,34,0
1732,1,44,NA
1733,0,70,60
1734,1,27,40
1735,1,71,70
1736,0,64,50
1737,1,34,40
1738,1,73,70
1739,0,59,70
1740,0,60,40
1741,0,61,90
1742,1,50,60
1743,0,72,20
1744,0,27,20
1745,0,27,NA
1746,1,57,20
1747,0,35,30
1748,1,24,NA
1749,0,37,0
1750,1,28,20
1751,1,75,50
1752,0,35,40
1753,1,61,60
1754,1,70,30
1755,1,58,30
1756,1,34,50
1757,0,38,80
1758,0,25,50
1759,1,70,70
1760,1,50,80
1761,0,60,60
1762,1,28,NA
1763,0,53,NA
1764,0,61,30
1766,1,55,NA
1767,1,65,10
1768,1,46,60
1769,0,33,60
1770,0,67,60
1771,1,27,50
1772,1,44,NA
1773,1,64,NA
1774,1,31,40
1775,1,62,30
1776,0,70,40
1777,0,73,70
1778,1,37,NA
1779,0,46,20
1780,1,20,60
1781,0,51,60
1782,0,59,60
1783,0,22,70
1784,1,75,40
1785,1,63,NA
1786,0,71,30
1787,0,21,NA
1788,1,73,NA
1789,1,51,30
1790,0,33,60
1791,1,27,NA
1792,1,37,60
1793,1,68,50
1794,1,45,0
1795,1,76,NA
1796,0,62,20
1797,1,24,NA
1798,1,32,30
1799,1,43,NA
1800,0,62,10
1801,1,68,60
1802,0,69,NA
1803,1,37,NA
1804,1,50,0
1805,0,60,0
1806,1,70,50
1807,1,58,NA
1808,0,35,40
1809,1,53,50
1810,1,76,50
1811,0,40,60
1812,0,38,80
1813,1,78,60
1814,1,29,NA
1815,1,70,50
1816,0,63,50
1817,1,36,30
1818,0,60,40
1819,1,46,10
1820,1,60,NA
1821,0,69,10
1822,0,27,50
1823,0,48,60
1824,0,43,30
1825,1,62,60
1827,1,49,20
1828,0,42,0
1829,1,28,NA
1830,1,61,30
1831,0,51,50
1832,1,57,10
1833,1,29,0
1834,1,61,20
1835,1,61,NA
1836,1,34,10
1837,0,51,40
1838,0,52,50
1839,0,74,70
1840,0,58,10
1841,0,71,60
1842,0,21,70
1843,0,69,50
1844,1,70,30
1845,0,48,50
1846,1,63,20
1847,1,36,70
1848,1,66,10
1849,0,67,80
1850,0,45,50
1851,0,70,50
1852,0,44,NA
1853,1,77,30
1854,0,71,60
1855,0,44,70
1856,1,39,50
1857,1,62,NA
1858,1,49,40
1859,1,41,40
1860,1,54,10
1861,1,49,10
1862,0,45,70
1863,1,48,NA
1864,0,36,80
1865,0,59,40
1866,1,50,10
1867,1,46,50
1868,1,52,NA
1869,0,56,60
1871,0,71,50
1872,0,63,50
1873,0,52,NA
1874,0,65,40
1875,1,33,NA
1876,1,42,NA
1877,1,22,NA
1878,0,64,10
1879,1,42,40
1880,0,39,0
1881,1,70,50
1882,0,24,30
1883,1,71,NA
1884,0,73,50
1885,0,57,50
1886,1,76,60
1887,1,33,NA
1888,0,63,30
1889,1,72,40
1890,1,29,10
1891,0,70,70
1892,1,60,40
1893,1,36,30
1894,1,42,30
1895,0,45,60
1896,1,72,60
1897,1,29,NA
1898,0,60,80
1899,0,73,40
1900,0,23,NA
1901,1,51,NA
1902,0,44,0
1903,0,67,40
1904,1,76,70
1905,1,72,40
1906,0,53,60
1907,0,34,70
1908,1,58,60
1909,1,71,60
1910,0,54,NA
1912,0,28,NA
1913,1,68,60
1914,1,49,NA
1915,1,35,50
1916,1,50,0
1917,0,45,40
1918,1,49,50
1919,1,44,50
1920,1,18,50
1921,1,55,50
1922,1,71,60
1923,0,29,30
1924,0,25,10
1925,0,50,NA
1926,0,71,NA
1927,1,60,60
1928,1,53,20
1929,1,21,50
1930,0,45,30
1931,0,73,10
1932,1,36,NA
1933,0,29,60
1934,1,38,NA
1935,1,37,70
1936,1,57,NA
1937,1,73,NA
1938,0,49,NA
1939,1,73,20
1940,0,47,50
1941,0,60,60
1942,1,46,NA
1943,1,60,NA
1944,1,54,30
1945,1,70,10
1946,1,64,50
1947,0,46,NA
1949,1,49,50
1950,0,59,40
1951,0,70,10
1952,0,57,50
1953,0,50,60
1954,1,45,30
1955,0,71,0
1956,1,60,10
1957,1,67,NA
1958,1,60,30
1959,0,70,40
1960,0,39,0
1961,1,63,10
1962,0,28,NA
1963,1,31,NA
1964,1,69,30
1965,0,62,0
1966,1,44,60
1967,0,64,60
1968,1,49,50
1969,1,73,NA
1970,1,48,NA
1971,0,23,60
1972,0,34,60
1973,1,64,0
1974,1,68,50
1975,1,66,0
1976,0,71,10
1977,1,70,NA
1978,0,67,100
1979,1,69,50
1980,0,66,NA
1981,0,70,50
1982,0,36,60
1983,1,40,70
1984,0,63,60
1985,1,72,20
1986,1,62,70
1987,0,63,0
1988,0,33,0
1989,1,39,40
1990,0,73,40
1991,0,60,0
1992,1,50,40
1993,0,31,0
1994,1,50,50
1995,1,60,NA
1996,0,45,30
1997,1,67,NA
1998,0,62,80
1999,1,63,10
2000,1,34,0
2001,0,42,NA
2002,0,65,50
2003,1,51,80
2004,1,71,0
2005,1,71,40
2006,1,74,70
2007,0,38,70
2008,0,50,40
2009,1,42,20
2010,0,52,40
2011,0,18,30
2012,1,70,30
2013,0,64,50
2014,1,73,30
2015,1,52,NA
2016,1,71,50
2017,1,72,30
2018,1,33,20
2019,0,74,20
2020,0,73,50
2021,1,74,50
2022,1,70,60
2023,1,27,30
2024,0,56,40
2025,0,76,80
2026,0,67,80
2027,1,58,60
2028,0,67,0
2029,1,49,50
2030,1,62,50
2031,0,32,20
2032,0,61,60
2033,1,30,40
2034,1,20,70
2035,1,41,40
2036,1,33,0
2037,1,60,60
2038,0,55,NA
2039,1,49,NA
2040,0,55,90
2041,1,31,40
2042,0,47,50
2043,1,46,NA
2044,1,72,50
2045,0,65,10
2046,0,54,NA
2047,1,51,70
2048,0,71,50
2049,1,22,NA
2050,1,72,40
2051,0,42,40
2052,1,70,NA
2053,0,61,0
2054,0,56,40
2055,0,61,20
2056,1,50,0
2057,1,35,NA
2058,1,21,70
2059,1,52,0
2060,0,27,NA
2061,0,60,0
2062,0,71,50
2063,0,32,20
2064,1,60,10
2065,1,56,NA
2066,0,28,60
2067,1,61,10
2068,0,69,60
2069,0,65,NA
2070,1,54,NA
2071,1,68,60
2072,0,60,0
2073,0,27,NA
2074,1,71,30
2075,1,70,30
2076,1,73,50
2077,1,72,70
2078,0,65,60
2079,1,72,50
2080,0,67,70
2081,1,35,NA
2082,1,31,NA
2083,0,34,40
2084,1,58,50
2085,1,33,NA
2086,1,60,10
2087,1,73,40
2088,0,49,70
2089,1,23,NA
2090,0,62,30
2091,0,41,60
2092,0,24,60
2093,0,45,20
2094,0,28,50
2095,1,44,NA
2096,1,38,50
2097,0,39,NA
2098,0,52,50
2099,0,35,60
2100,1,40,20
2101,1,54,40
2102,1,65,70
2103,0,18,NA
2104,0,48,60
2105,0,72,0
2106,1,60,50
2107,0,64,50
2108,1,70,40
2109,0,33,60
2110,1,43,70
2111,1,46,50
2112,1,58,50
2113,1,31,90
2114,1,68,70
2115,0,72,50
2116,1,43,NA
2117,1,71,NA
2118,0,56,50
2119,1,76,60
2120,1,64,60
2121,1,45,60
2122,1,58,60
2123,0,68,70
2124,0,61,30
2125,0,77,40
2126,0,73,NA
2127,1,67,60
2128,1,71,40
2129,1,52,NA
2130,1,71,NA
2131,1,71,NA
2132,0,35,30
2133,0,75,40
2134,0,64,50
2135,1,70,10
2136,1,66,NA
2137,0,34,60
2138,1,53,NA
2139,1,34,NA
2140,1,56,10
2141,1,46,50
2142,1,71,70
2143,1,39,NA
2144,1,61,80
2145,1,60,50
2146,0,65,50
2147,1,50,50
2148,1,72,40
2149,1,63,20
2150,0,33,60
2151,1,73,60
2152,1,35,NA
2153,0,42,50
2154,1,64,20
2155,1,77,60
2156,1,34,30
2157,1,27,NA
2158,1,60,40
2159,0,27,0
2160,1,74,60
2161,0,71,60
2162,1,50,30
2163,0,52,50
2164,1,31,60
2165,1,42,60
2166,1,54,60
2167,1,62,50
2168,0,72,40
2169,1,47,NA
2170,1,46,NA
2171,1,51,50
2172,1,41,NA
2173,0,65,30
2174,1,37,40
2175,0,25,30
2176,1,67,NA
2177,1,29,60
2178,1,27,NA
2179,1,36,60
2180,0,72,60
2181,1,37,50
2182,1,32,NA
2183,0,77,NA
2184,1,64,30
2185,1,58,0
2186,1,52,80
2187,1,54,60
2188,0,21,50
2189,0,64,NA
2190,1,37,NA
2191,1,53,NA
2192,1,40,50
2193,1,45,NA
2194,0,55,NA
2195,1,48,NA
2196,1,65,50
2197,0,56,70
2198,0,41,60
2199,1,38,0
2200,0,64,100
2201,0,44,40
2202,1,74,60
2203,1,36,50
2204,1,31,60
2205,1,38,70
2206,1,73,70
2207,1,73,40
2208,0,28,NA
2209,1,73,70
2210,0,59,40
2211,1,73,60
2212,1,28,40
2213,0,22,50
2214,1,30,NA
2215,0,66,40
2216,1,71,0
2217,1,68,70
2218,0,65,70
2219,1,46,0
2220,1,75,40
2221,0,65,40
2222,1,40,20
2223,0,71,NA
2224,1,27,60
2225,0,45,NA
2226,0,27,60
2227,0,35,NA
2228,0,73,NA
2229,0,75,NA
2230,1,30,30
2231,1,62,60
2232,1,70,10
2233,0,64,80
2234,0,46,NA
2235,0,24,70
2236,1,70,60
2237,1,70,20
2238,0,44,30
2239,1,72,NA
2240,0,70,0
2241,0,64,30
2242,0,23,70
2243,1,23,NA
2244,1,32,50
2245,1,75,60
2246,1,46,50
2247,0,34,70
2248,1,67,NA
2249,1,42,60
2250,1,71,NA
2251,0,79,60
2252,0,22,40
2253,1,65,20
2254,1,65,30
2255,0,23,NA
2256,0,71,0
2257,1,71,NA
2258,0,62,60
2259,1,21,50
2260,1,44,50
2261,1,22,50
2262,0,50,20
2263,0,26,60
2265,1,41,0
2266,1,48,90
2267,1,55,50
2268,1,65,50
2269,0,78,50
2270,0,45,60
2271,1,49,0
2272,1,45,10
2273,0,57,30
2274,0,76,60
2275,0,63,60
2276,0,26,0
2277,0,46,NA
2278,1,44,60
2279,1,42,NA
2280,0,70,60
2281,0,55,50
2282,1,52,NA
2283,1,52,60
2284,1,50,NA
2285,1,78,0
2286,1,38,70
2287,0,21,20
2288,0,74,60
2289,0,22,50
2290,0,33,NA
2291,1,76,30
2292,1,62,50
2293,0,21,30
2294,0,51,0
2295,0,23,60
2296,1,29,NA
2297,1,30,NA
2298,0,29,NA
2299,0,48,20
2300,0,60,50
2301,0,79,50
2302,0,29,80
2303,1,32,20
2304,0,63,70
2305,1,28,50
2306,1,73,10
2307,1,36,NA
2308,0,52,50
2309,1,42,NA
2310,0,77,30
2311,0,29,NA
2312,0,50,30
2313,1,79,90
2314,1,71,60
2315,1,61,50
2316,0,36,70
2317,1,22,NA
2318,1,54,NA
2319,1,50,50
2320,1,67,50
2321,0,73,60
2322,0,64,NA
2323,1,41,60
2324,1,72,NA
2325,1,50,50
2326,0,60,70
2327,1,46,NA
2328,1,23,NA
2329,0,72,20
2330,1,44,NA
2331,1,49,NA
2332,0,64,60
2333,1,42,60
2334,1,43,70
2335,1,70,NA
2336,0,52,60
2337,1,49,60
2338,1,37,50
2339,1,62,30
2340,0,76,60
2341,0,22,0
2342,1,50,50
2343,0,74,70
2344,1,31,NA
2345,1,60,30
2347,0,44,30
2348,0,29,20
2349,1,54,10
2350,1,70,60
2351,0,57,10
2352,1,29,60
2353,1,64,100
2354,1,60,60
2355,1,62,80
2356,1,62,80
2357,0,31,0
2358,0,52,40
2359,0,24,NA
2360,1,42,50
2361,1,54,NA
2362,1,56,30
2363,0,52,30
2364,1,65,50
2365,1,40,0
2366,1,31,NA
2367,0,58,20
2368,1,33,10
2369,0,41,NA
2370,1,61,50
2371,1,57,0
2372,0,57,80
2373,0,57,50
2374,1,71,20
2375,1,37,50
2376,1,41,90
2377,1,32,30
2378,0,54,0
2379,0,47,50
2380,1,45,30
2381,1,47,NA
2382,0,42,NA
2383,0,60,NA
2384,0,33,50
2385,0,43,50
2386,1,40,NA
2387,0,29,20
2388,0,67,60
2389,0,26,60
2390,0,26,70
2391,0,44,80
2392,0,42,80
2393,1,50,0
2394,0,26,0
2395,0,46,30
2396,0,41,NA
2397,0,38,0
2398,1,31,20
2399,0,34,50
2400,0,59,60
2401,1,32,NA
2402,0,31,40
2403,0,56,40
2404,1,55,50
2405,1,52,50
2406,1,54,20
2407,1,77,70
2408,1,75,NA
2409,1,34,50
2410,1,60,NA
2411,1,79,NA
2412,0,57,100
2413,1,52,0
2415,0,72,80
2416,1,70,0
2417,0,55,40
2418,1,36,80
2419,1,74,60
2420,0,74,30
2421,1,32,40
2422,0,40,60
2423,1,51,10
2424,1,71,40
2425,0,43,50
2426,0,54,80
2427,0,43,50
2428,1,57,30
2429,1,45,NA
2430,1,41,NA
2431,1,44,60
2432,0,78,0
2434,1,48,70
2435,0,70,80
2436,1,25,NA
2437,0,33,90
2438,0,41,NA
2439,1,54,60
2440,0,25,50
2441,1,34,50
2442,1,57,NA
2443,1,64,50
2444,0,33,10
2445,1,51,60
2446,1,51,10
2447,0,47,80
2448,1,56,20
2449,1,39,NA
2450,1,59,50
2451,1,54,0
2452,1,60,60
2453,0,39,NA
2454,1,40,NA
2455,0,44,NA
2456,1,72,50
2457,1,78,50
2458,1,34,30
2459,1,35,40
2460,0,63,NA
2461,1,64,20
2462,1,40,20
2463,1,50,50
2465,1,50,NA
2466,0,23,NA
2467,0,63,70
2468,0,61,70
2469,0,39,60
2470,0,34,70
2471,0,39,100
2472,0,37,40
2473,1,41,NA
2474,0,74,10
2475,0,73,60
2476,1,62,30
2477,1,45,60
2478,1,47,NA
2479,1,63,60
2480,0,29,0
2481,1,64,40
2482,0,69,50
2483,0,23,50
2484,0,43,20
2485,0,34,90
2486,0,44,80
2487,1,54,60
2488,0,33,NA
2489,1,60,NA
2490,1,50,70
2491,1,65,70
2492,0,62,70
2493,1,58,60
2494,0,37,50
2495,0,26,NA
2496,1,45,0
2497,0,72,60
2498,0,29,70
2499,1,61,50
2500,1,56,50
2501,0,34,NA
2502,1,61,0
2503,1,60,NA
2504,1,45,40
2505,1,64,50
2506,0,24,50
2507,1,49,50
2508,1,63,40
2509,0,36,NA
2510,0,30,0
2511,0,30,30
2512,1,41,50
2513,1,61,80
2514,0,63,90
2515,1,67,50
2516,0,74,30
2517,0,35,20
2518,0,33,70
2519,1,77,NA
2520,0,32,NA
2521,1,76,20
2522,1,74,50
2523,0,29,NA
2524,0,29,NA
2525,1,66,NA
2526,1,68,NA
2527,0,71,NA
2528,1,69,40
2529,1,43,NA
2530,0,57,NA
2531,1,75,NA
2532,1,53,NA
2533,1,40,NA
2534,1,73,50
2535,0,43,NA
2536,0,69,NA
2537,1,65,NA
2538,1,40,NA
2539,1,47,NA
2540,1,64,NA
2541,1,74,NA
2542,1,70,NA
2543,0,69,0
2544,1,72,NA
2545,0,64,NA
2546,1,58,30
2547,0,65,60
2548,1,59,NA
2549,0,70,NA
2550,0,52,0
2551,1,43,NA
2552,0,67,40
2553,0,62,NA
2554,0,47,NA
2555,0,70,30
2556,1,76,NA
2557,1,59,30
2558,0,75,NA
2559,0,45,NA
2560,0,57,NA
2561,1,65,NA
2562,0,74,NA
2563,1,41,0
2564,0,79,50
2565,0,64,0
2566,0,56,40
2567,1,44,NA
2568,0,49,NA
2569,1,61,NA
2570,0,49,NA
2571,1,21,60
2572,0,64,60
2573,1,46,NA
2574,1,40,NA
2575,1,72,30
2576,1,60,NA
2577,1,36,60
2578,1,54,NA
2579,0,45,NA
2580,1,61,NA
2581,1,55,20
2582,1,77,NA
2583,1,56,NA
2584,0,72,30
2585,1,62,10
2586,1,44,90
2587,0,73,30
2588,0,66,60
2589,0,60,0
2590,1,71,NA
2591,0,45,10
2592,0,68,10
2593,1,71,NA
2594,0,62,60
2595,0,52,NA
2596,1,29,NA
2597,0,71,30
2598,0,71,0
2599,0,51,30
2600,1,19,NA
2601,0,47,20
2602,0,63,60
2603,0,65,50
2604,0,49,60
2605,1,52,NA
2606,0,57,40
2607,0,68,0
2608,0,75,20
2609,0,55,40
2610,1,74,NA
2611,0,53,30
2612,1,37,NA
2613,0,74,10
2614,1,45,NA
2615,1,71,NA
2616,0,63,0
2617,1,61,50
2618,0,43,40
2619,1,26,NA
2620,1,47,NA
2621,1,40,NA
2622,0,52,NA
2623,1,75,NA
2624,1,75,NA
2625,0,72,NA
2626,1,58,50
2627,1,30,70
2628,1,48,50
2629,0,69,NA
2630,1,45,NA
2631,0,50,30
2632,0,59,50
2633,1,65,80
2634,1,66,NA
2635,0,73,NA
2636,1,50,70
2637,1,71,NA
2638,1,61,60
2639,1,54,NA
2640,1,34,NA
2641,1,28,NA
2642,1,29,NA
2643,0,23,NA
2644,0,37,50
2645,1,58,90
2646,1,76,40
2647,1,40,50
2648,1,58,NA
2650,0,45,NA
2651,1,27,NA
2652,0,70,60
2653,1,35,50
2654,1,44,NA
2655,0,32,NA
2656,1,37,NA
2657,0,38,NA
2658,1,39,NA
2659,1,22,60
2660,0,50,NA
2661,1,58,NA
2662,1,39,NA
2663,0,66,60
2664,1,46,NA
2665,1,73,30
2666,1,34,NA
2667,1,44,NA
2668,1,67,NA
2669,1,36,20
2670,1,53,60
2671,1,62,NA
2672,1,59,NA
2673,1,67,NA
2674,1,71,NA
2675,1,47,NA
2676,1,57,40
2677,1,58,NA
2678,0,57,20
2679,0,48,NA
2681,1,72,40
2682,0,65,50
2683,1,52,NA
2684,1,45,NA
2685,1,36,NA
2686,1,56,NA
2687,1,48,NA
2688,0,62,NA
2689,1,42,NA
2690,0,43,NA
2691,1,58,30
2692,0,27,NA
2693,1,70,NA
2694,1,45,NA
2695,0,60,NA
2696,0,67,NA
2697,1,33,NA
2698,0,78,20
2699,0,69,40
2700,1,64,NA
2701,1,65,NA
2702,1,43,NA
2703,0,61,NA
2704,1,70,NA
2705,0,49,0
2706,1,55,30
2707,0,68,40
2708,0,58,60
2709,0,75,NA
2710,0,37,10
2711,1,44,NA
2712,1,45,NA
2713,0,70,0
2714,1,40,NA
2715,1,66,NA
2716,1,69,NA
2717,0,77,70
2718,0,72,60
2719,0,47,NA
2720,1,77,NA
2721,0,59,40
2722,1,55,50
2723,0,77,NA
2724,1,60,NA
2725,1,71,NA
2726,0,67,NA
2727,1,71,NA
2728,1,46,NA
2729,1,47,NA
2730,0,74,NA
2731,1,35,50
2732,1,31,NA
2733,0,39,60
2734,1,48,NA
2735,0,74,40
2736,1,64,40
2737,1,73,0
2738,1,47,NA
2739,1,57,NA
2740,1,63,10
2741,0,74,NA
2742,1,44,40
2743,0,48,NA
2744,0,73,80
2745,1,67,70
2746,1,46,NA
2747,1,56,NA
2748,1,72,NA
2749,1,71,30
2750,1,46,NA
2751,0,44,NA
2752,1,44,NA
2753,0,19,0
2754,1,48,NA
2755,1,40,30
2756,1,55,30
2757,1,76,NA
2758,0,23,70
2759,1,70,0
2760,1,68,NA
2761,1,65,30
2762,1,60,NA
2763,1,63,NA
2764,1,61,NA
2765,1,67,NA
2767,1,41,NA
2768,0,77,NA
2769,1,42,NA
2770,0,38,0
2771,1,62,NA
2772,0,60,60
