Temp_Rikken,Ideology,Interest,Gender,Age,Education,Job,Income
80,11,1,1,57,4,2,7393967
0,11,2,1,61,4,2,7568516
50,10,2,2,64,4,1,6749548
40,6,3,2,46,3,4,4512590
30,8,1,2,60,2,4,7505297
80,5,1,1,44,4,1,9398873
0,9,2,1,74,2,5,4382522
15,6,3,1,58,2,5,1167002
50,6,2,1,66,2,5,4370413
0,5,2,2,30,3,1,1066215
30,9,2,1,28,4,1,6501728
50,6,3,1,59,1,1,3612322
60,4,2,1,68,4,5,4281729
50,6,3,2,36,4,1,9323905
5,2,2,1,49,4,1,9529897
0,10,1,1,31,2,1,3359711
30,6,3,1,54,4,2,3518386
0,8,2,1,46,2,1,11023217
10,7,2,1,70,2,5,11107383
60,6,2,1,45,4,1,6719266
30,6,2,2,38,3,4,6476794
0,6,2,1,56,2,1,10922470
100,6,1,2,67,1,4,3408780
80,4,1,1,46,4,1,7427601
50,7,3,1,46,4,1,12989388
20,6,2,1,65,4,1,4450546
0,5,1,1,54,4,1,9497353
60,7,2,2,51,2,1,3484351
50,6,1,1,59,4,2,8334896
20,6,3,2,44,3,5,8383725
50,6,1,2,70,4,2,16947731
60,6,2,1,53,4,1,16928833
50,10,3,2,72,3,6,7512233
80,8,1,1,60,3,2,3493147
50,11,3,1,53,4,5,963285
0,9,1,1,63,4,5,3524536
35,7,2,1,53,4,2,3542739
50,5,3,2,32,4,1,9497639
45,8,1,1,71,4,5,3323540
20,9,2,2,65,3,4,4289389
0,6,4,1,52,4,2,4565016
50,7,2,2,68,2,6,25050729
55,4,2,2,56,4,4,8534763
50,8,2,1,56,4,1,9545659
50,6,3,2,69,2,4,866755
5,8,2,1,40,4,1,8455057
70,3,2,2,74,3,4,7269887
50,5,2,1,49,4,1,8316204
0,3,3,2,69,4,4,2427117
10,7,2,1,39,3,1,4280868
80,10,1,1,57,4,5,2621286
70,1,2,1,62,2,5,3325312
30,6,2,1,71,4,5,9551030
0,8,1,2,58,3,4,1108175
50,6,2,2,73,2,4,3524888
50,7,3,1,45,4,1,3429838
0,5,1,1,62,4,1,13067784
0,2,2,1,50,2,1,9526369
0,8,2,1,63,4,1,6498127
0,6,4,2,62,2,1,2594033
30,10,1,1,75,3,6,4475636
20,5,2,1,56,2,1,8575661
50,8,2,2,53,4,2,16910106
20,4,1,1,66,4,1,8459020
90,2,1,1,68,4,2,3501180
50,9,3,1,37,2,2,9451392
10,7,2,1,49,4,2,943561
75,6,3,2,61,3,5,7610399
0,5,4,1,28,2,1,17007378
25,6,2,2,65,3,4,1059925
75,5,3,2,45,4,1,8349098
35,7,2,1,67,2,6,4608492
0,6,3,1,60,2,1,1096953
70,6,1,2,67,4,4,6613810
50,4,2,1,63,2,6,8501543
50,6,1,1,53,4,1,9536231
30,8,4,2,30,4,1,24987437
70,6,2,1,46,4,1,3528638
20,5,1,2,72,2,5,973228
40,6,3,2,55,3,1,4423484
50,6,2,1,72,2,1,1016034
50,6,2,2,67,2,2,11032750
25,4,1,2,27,4,1,11082499
10,8,3,1,36,4,1,7576430
50,5,2,2,48,4,4,7515850
100,1,1,1,49,2,6,1119322
50,7,3,2,36,4,1,3439480
20,7,1,2,70,3,4,6509041
60,5,2,1,57,2,2,2578422
50,7,2,2,67,2,5,2623224
50,8,2,2,70,2,4,3546426
0,9,3,2,35,3,1,7501665
0,5,2,1,24,4,3,11037825
50,6,2,2,38,4,2,4553259
50,8,4,2,52,2,4,4688216
0,11,2,1,65,3,5,2317868
10,8,2,1,75,4,5,3423694
0,6,2,1,43,3,2,784683
75,6,3,2,69,2,6,1077991
50,6,2,1,60,4,1,954204
0,3,3,1,34,4,1,24905909
25,9,2,1,69,4,5,6463391
50,6,2,2,57,4,4,3566563
10,10,2,1,63,2,1,4322787
30,11,2,1,52,4,1,10906490
0,7,1,1,65,4,2,24738441
50,5,2,2,30,3,1,4381339
60,9,2,1,52,4,1,7553153
40,11,2,1,52,2,1,8595283
46,7,1,2,61,4,4,25021047
20,4,2,1,41,4,1,4475186
25,8,3,1,28,4,1,3407084
20,9,1,2,74,4,4,7530731
50,4,2,2,53,3,2,2509734
20,4,3,1,29,4,1,4465001
0,6,2,1,40,3,1,2384910
0,4,2,2,36,4,1,2491344
0,4,2,2,57,2,1,3494921
90,3,2,1,52,4,1,16959650
50,6,2,2,42,2,1,10933253
50,9,2,2,49,4,1,2538394
0,9,4,1,57,3,5,2549476
0,7,4,1,23,2,3,24827149
40,7,2,2,54,2,1,3459842
10,4,2,2,67,2,4,2552639
50,6,1,1,56,2,1,8324894
30,6,2,2,64,3,4,3340060
50,8,3,2,55,3,4,8594288
0,3,1,1,61,2,2,2534947
50,9,3,2,42,2,4,2538890
50,7,3,2,59,3,4,24998379
0,6,3,2,48,3,1,6409014
40,9,3,2,31,3,1,4341941
0,5,3,1,55,3,1,9507195
0,6,2,2,71,2,4,3487972
100,2,2,1,67,2,5,3311954
0,6,2,1,46,4,1,9558705
1,7,1,2,61,3,4,7591705
50,6,3,1,48,2,1,6383998
50,6,4,2,33,2,5,972931
30,7,3,2,68,3,4,4618200
50,5,2,1,62,4,1,9397847
60,5,2,1,38,2,1,9602629
10,9,3,2,43,3,5,3607313
0,6,3,2,53,2,4,6448455
70,3,2,1,64,2,5,2574400
0,6,2,2,60,2,4,8361751
80,4,1,1,68,4,5,3379026
50,4,1,1,47,4,1,7518673
0,11,1,1,50,3,2,3480291
0,3,2,2,36,4,1,11025721
50,10,4,1,39,4,1,2698908
50,7,2,2,70,2,4,9387021
50,6,2,1,42,4,5,24906744
37,7,3,1,60,4,1,11048546
10,7,3,1,29,4,1,7443886
0,8,2,1,71,4,5,3511250
75,4,2,1,60,4,1,3540664
30,7,2,2,65,2,4,2577124
0,6,2,2,57,4,4,12865080
50,8,2,1,44,3,1,6434033
10,4,2,2,52,3,1,8515585
30,7,2,1,49,4,1,6449584
50,2,1,1,70,4,5,7413764
0,8,2,2,36,4,4,9482096
0,6,2,2,52,2,1,11027198
0,6,2,1,40,4,1,6421636
60,5,3,2,65,4,4,12974609
50,8,3,2,31,4,4,4659022
55,7,2,2,58,4,4,12987837
50,6,2,1,57,4,1,9304709
70,7,3,2,44,2,1,3390865
50,1,1,1,31,4,1,4586360
0,7,1,1,67,4,1,7522442
90,5,2,2,69,2,4,3496663
50,7,3,2,55,2,5,1009213
15,1,2,2,58,3,2,7543342
30,6,3,2,67,2,4,4536794
25,5,2,1,28,4,1,10930805
60,6,1,1,67,2,5,10924347
50,5,4,1,30,4,1,972223
60,4,2,1,63,4,5,13199457
0,11,1,2,68,4,2,6508459
50,8,2,2,51,4,6,8422987
5,6,2,1,70,4,5,9451953
50,5,2,2,30,4,1,10997302
50,8,1,1,70,4,5,2353765
40,8,2,2,51,2,5,1214170
0,9,2,2,74,3,5,3364113
50,8,2,1,73,4,1,7548473
30,5,2,1,75,4,5,9636961
50,9,1,1,51,4,6,17067131
10,8,2,1,54,4,1,9434888
50,10,1,2,33,3,1,3337081
0,8,3,1,42,4,1,16939157
30,8,3,2,34,4,1,4498817
50,8,2,1,73,4,5,6470378
5,6,3,2,74,3,5,3487231
10,10,1,2,74,3,4,4499348
50,8,3,1,34,4,1,7521344
50,6,2,1,54,3,1,7526347
75,3,1,1,62,4,4,2652472
50,5,3,2,46,3,1,8372827
90,1,2,2,63,4,5,3422441
40,6,2,1,60,4,1,6482715
80,3,2,1,67,4,5,3453477
50,7,2,2,64,2,4,8450443
25,6,1,2,59,4,4,6476053
20,5,2,1,31,2,1,2697315
0,9,2,1,56,4,1,4404774
0,5,3,1,28,2,1,3367593
30,8,3,1,59,4,1,7398897
40,5,3,2,61,3,4,9592997
50,6,2,2,50,3,1,4469440
100,1,1,1,71,2,5,927436
40,6,4,2,58,2,1,2431768
50,4,2,2,39,4,1,8469494
50,3,2,2,69,4,5,4478423
5,6,2,1,52,4,1,9498589
60,3,2,1,48,4,5,6523698
5,6,2,1,27,4,1,4490893
0,9,1,1,47,4,1,9547457
50,6,2,2,63,4,4,2566577
50,4,2,1,27,4,2,4335284
40,8,2,1,41,4,1,9558010
5,4,1,2,32,4,2,6456268
1,5,2,2,73,2,4,3491027
30,6,2,1,72,3,1,7578408
0,4,2,1,42,4,1,2303005
50,7,3,1,43,3,1,16974479
0,6,3,1,50,4,1,6491459
30,10,2,1,73,4,5,3471899
0,9,2,2,74,2,4,3331360
30,4,2,2,71,2,4,4463532
60,5,1,1,41,4,1,10958710
50,5,2,1,39,4,1,8476376
0,6,3,2,59,4,4,11023111
0,8,2,1,61,4,1,9447250
50,6,2,1,46,2,1,6437073
70,4,2,1,58,4,1,6484512
20,5,4,2,52,2,4,8544612
80,6,2,1,68,3,5,2544843
50,8,2,2,66,2,1,4527125
5,9,2,1,49,3,5,4435737
10,6,2,1,55,2,1,3566495
50,6,2,2,70,4,2,2579832
75,6,2,1,60,2,1,3665651
50,6,2,2,71,2,4,11174557
0,9,1,1,39,4,1,9675858
0,7,3,2,36,4,4,889863
30,6,2,2,63,4,4,3459236
20,5,3,2,25,2,1,7471083
0,10,1,1,70,4,1,6607200
100,5,2,2,73,3,4,2537855
50,6,4,2,60,4,1,8549357
30,7,2,1,61,4,1,9412160
30,4,2,1,62,2,1,6302759
5,6,3,1,66,2,2,2418656
0,4,2,2,59,4,1,4522785
50,6,3,2,28,3,1,2418398
5,5,1,1,68,2,5,2461898
50,6,3,1,46,4,1,2508671
50,6,3,2,39,4,1,24996388
50,5,4,2,38,4,4,7454532
5,8,2,2,63,2,4,6585001
55,6,3,2,46,4,2,4414873
50,6,3,2,44,3,1,3605225
60,4,3,1,33,2,1,4515066
50,6,4,2,69,2,4,2457372
50,7,3,1,29,4,1,3587150
70,9,2,1,37,4,1,6296620
50,8,3,2,40,4,1,7411198
80,6,2,2,27,4,3,943643
50,7,3,2,63,3,2,4684433
25,10,2,1,68,4,5,2484837
10,8,1,1,57,4,1,12854838
50,6,2,1,49,3,2,4451891
60,7,3,2,61,3,4,3372689
60,8,2,1,73,4,5,3372694
0,6,2,1,51,2,2,9722063
80,6,1,2,64,4,1,7300121
30,6,2,2,62,3,1,2351817
20,6,2,2,50,2,1,6676015
75,6,3,1,49,4,1,4572456
80,4,2,2,65,3,1,4393085
10,7,2,2,53,3,4,9604561
0,7,2,2,37,3,2,6456950
50,6,3,2,36,2,1,3358834
40,9,3,2,25,3,1,2493512
75,1,1,1,61,4,6,6599807
30,7,3,1,69,4,5,2556636
80,4,1,2,67,2,4,2536198
30,8,2,1,36,4,1,6425261
40,8,3,2,59,2,4,882151
50,6,4,2,39,2,2,1085945
30,8,3,2,39,2,1,2571017
0,6,2,1,71,3,5,3511035
25,5,2,2,46,2,1,886292
45,7,3,1,36,4,1,6410278
40,6,2,2,51,2,1,3602408
90,3,1,2,62,3,1,3548496
0,9,1,1,57,4,1,9738864
20,5,2,2,70,2,4,1020122
10,5,2,2,68,2,5,3545889
10,4,3,2,34,3,1,1179549
80,9,2,1,67,2,5,2445249
20,7,2,2,56,3,1,8275033
25,9,1,1,59,4,1,10754931
0,11,2,2,70,3,5,3445980
10,7,3,1,53,4,1,9366137
60,7,2,2,34,4,1,10956444
10,6,2,2,29,2,1,1053682
10,10,1,2,27,4,1,13071710
30,8,2,1,37,4,1,7362070
20,6,4,2,41,4,4,7517420
20,8,1,1,58,4,5,2537823
30,5,3,1,38,2,2,12982944
0,8,3,2,25,4,1,3477600
50,9,2,2,67,4,4,25015650
50,5,3,2,54,3,1,7504571
0,8,3,2,36,4,1,776313
70,6,4,1,52,4,1,6490657
50,4,3,2,66,4,1,869128
75,9,2,1,54,3,1,7300868
0,11,4,2,33,4,1,10903071
65,6,2,1,66,4,5,2502796
40,5,2,1,67,2,5,2366688
50,6,2,1,39,4,1,24944220
20,11,2,1,74,2,2,3377602
45,6,2,2,37,4,4,2382195
55,6,2,2,40,4,1,12961658
10,6,3,1,39,4,5,1047532
30,6,2,2,63,2,4,6451632
50,6,4,2,33,4,1,4452382
0,6,1,1,52,4,1,6432674
0,4,3,2,48,3,1,9358631
50,4,2,1,74,4,5,3400868
25,6,4,2,52,3,4,9530197
70,4,1,2,63,4,4,7622454
55,5,2,1,34,4,1,11176078
10,6,3,1,56,4,2,1136577
45,6,2,2,38,2,4,4464089
0,6,2,2,64,3,5,9543256
10,6,2,1,49,4,1,8384711
1,9,1,1,52,4,1,8659009
0,11,3,2,35,4,4,13022391
40,8,2,2,35,3,4,9513902
10,6,2,1,38,3,1,2554231
55,5,2,2,54,3,1,7605836
20,9,2,1,59,3,1,9531654
10,9,2,1,68,2,5,2526102
10,6,2,2,60,3,4,9479776
55,8,3,2,52,4,4,9391554
0,8,2,1,28,4,1,6357856
50,6,4,2,38,4,1,2322657
50,6,3,1,52,3,2,6549699
40,5,3,1,74,4,5,3579343
5,7,2,2,64,2,1,4466479
0,7,3,1,32,4,5,2534218
30,7,2,2,75,4,5,13098404
0,8,1,1,60,3,6,11111683
0,11,2,1,53,4,5,1036333
0,6,3,2,44,3,4,2571917
50,1,1,1,54,4,5,1082882
0,4,3,1,36,2,1,7488530
10,4,2,1,38,4,1,11091939
10,8,1,1,58,4,5,3444248
100,4,2,1,71,4,5,2578741
25,9,3,1,68,2,1,4528695
0,7,2,1,50,2,1,6581176
50,6,2,2,70,2,4,9492203
50,8,2,2,56,3,4,10757689
50,6,2,1,73,4,2,2630841
50,5,2,1,46,4,1,4486537
25,8,3,2,74,4,4,2422152
50,6,2,1,66,4,2,2338675
2,1,1,1,30,4,2,2368650
0,11,3,2,63,2,4,995233
60,8,2,1,45,4,1,8535075
2,5,2,2,34,3,4,4443436
50,11,2,2,29,4,4,1010937
0,1,1,1,58,3,2,2259312
50,7,2,2,51,2,1,4448402
0,11,1,1,30,4,1,4579962
10,6,2,2,74,2,4,3635797
50,5,3,2,61,4,4,9517969
0,6,2,2,41,3,1,2547341
0,5,2,2,58,2,1,7520479
50,6,3,2,61,3,1,8539116
50,6,4,2,39,2,6,8546959
35,8,2,2,67,3,4,7507742
10,8,2,2,66,2,5,2514425
25,5,2,1,37,4,1,6437398
20,6,3,2,52,2,1,3419422
30,4,3,1,47,3,1,6502286
25,8,2,1,60,4,5,7431131
70,6,2,1,45,2,1,4541678
50,6,4,1,20,2,3,1019326
50,8,2,1,40,4,1,8673215
20,6,3,2,69,2,5,3541765
35,5,2,1,50,2,1,8516466
0,6,3,2,54,2,1,4364653
60,5,2,2,70,4,2,3369726
30,6,2,1,27,3,5,3628389
48,8,2,1,41,4,1,10842957
40,8,2,1,70,4,1,4658859
50,6,4,2,35,4,1,7613195
60,9,3,2,40,3,1,4289567
0,1,1,1,56,4,1,8515694
60,6,2,1,52,3,1,8568384
80,3,2,1,67,2,5,6365798
10,10,4,1,28,4,5,3462120
40,6,3,2,65,3,4,3457040
0,6,2,1,48,3,1,3574625
44,5,2,1,54,2,1,6616182
80,6,2,1,68,4,5,3412273
0,2,2,1,59,4,1,7406540
70,7,2,2,70,2,4,6494699
25,8,2,1,71,2,5,3443835
20,3,1,2,68,3,5,2495773
50,6,2,2,73,2,4,4669513
30,4,3,2,32,3,5,3389560
0,10,2,2,45,3,4,24997684
30,6,2,1,41,4,1,7703862
50,6,1,2,70,2,1,4482950
50,4,2,2,55,4,1,9431468
60,5,2,2,75,2,4,920678
10,6,2,2,39,3,1,2449238
20,8,2,1,50,4,1,3345368
0,5,3,2,43,3,1,3609157
30,4,3,1,40,3,1,7589645
3,8,2,2,60,4,4,2572805
60,7,2,1,45,2,1,4618250
10,3,2,2,46,4,1,4432853
5,10,1,1,26,4,1,2477132
40,4,2,2,37,3,1,6557291
40,8,2,2,75,3,4,4422854
50,4,2,1,29,4,1,3502730
0,7,4,2,49,4,1,3561121
30,9,2,2,46,4,1,9376688
60,4,2,1,43,2,1,3556063
50,6,2,2,63,2,5,1125040
50,5,1,2,65,2,4,11030424
10,8,3,2,34,3,4,9560559
40,4,2,1,66,2,5,6416646
50,6,2,1,62,2,5,10905132
0,9,2,2,60,3,1,7529481
0,5,2,2,46,3,5,3462674
10,8,2,2,48,4,1,9436940
20,5,3,1,32,2,1,1179287
60,7,2,1,54,4,1,13102127
50,4,2,2,32,4,5,950304
50,6,2,2,61,4,4,9645200
70,6,1,2,56,3,4,12902537
0,7,2,1,66,2,5,2481926
70,6,2,2,61,4,6,1074668
60,7,2,1,69,2,5,2385042
50,4,1,1,68,4,5,2346591
50,7,2,1,69,4,5,2524590
100,3,1,2,70,2,5,3453956
60,6,1,2,54,4,6,25286751
50,4,3,1,65,3,5,1141063
20,7,2,1,73,2,5,3506402
50,6,4,2,43,4,4,7467866
50,5,2,1,27,4,1,3636737
80,6,3,2,71,2,4,2529407
100,10,1,1,46,2,1,3598376
75,9,2,1,63,4,1,9435474
0,9,2,1,72,4,2,8579532
0,6,3,2,34,1,5,1048923
5,7,3,2,45,2,1,3461944
50,4,2,2,66,3,4,2468462
0,8,2,2,72,3,4,6517815
0,6,1,1,38,4,1,7470388
0,1,4,2,31,4,5,943751
50,6,2,2,65,4,2,11007113
50,8,2,1,30,4,1,4435475
20,10,2,1,39,4,1,13153622
20,6,1,1,68,4,2,1059116
0,9,1,1,69,3,5,3539765
50,7,1,1,58,4,2,9541737
0,6,3,2,32,2,4,2625110
50,6,3,2,47,2,1,7474870
10,8,2,2,64,4,4,8500536
10,11,3,1,62,2,2,8500874
75,2,1,1,71,4,2,3546527
50,4,2,1,55,2,5,1001391
50,7,4,2,26,3,2,8549081
50,6,1,1,55,4,1,8397907
75,8,1,1,68,4,5,2674883
0,8,2,1,45,4,1,7474947
0,7,3,2,33,3,4,4565470
10,8,3,1,58,4,2,6574313
0,6,3,2,27,4,1,2465407
0,6,4,2,43,2,1,6439760
50,6,3,2,53,3,1,2488974
50,6,3,1,29,2,1,3451801
70,8,2,2,67,4,4,4548849
30,7,2,2,62,3,4,2348341
70,4,2,2,65,3,4,8569188
0,9,2,1,42,4,1,4453003
55,7,3,2,42,3,1,2643146
50,6,3,1,56,4,1,1111886
50,4,2,1,49,4,1,9476018
0,7,4,1,27,4,5,6416333
0,11,1,1,67,4,2,9486153
30,3,2,1,55,3,1,8618527
10,8,1,1,70,4,5,3434115
60,7,2,1,60,4,1,13010182
100,4,2,1,72,4,5,4293308
50,6,4,2,31,3,4,3502386
50,8,2,2,40,2,5,1113658
20,8,3,2,37,4,1,8472966
50,8,1,1,71,4,5,2794250
50,8,2,2,41,3,4,10853496
48,6,2,2,75,4,1,7584498
0,6,2,1,28,3,1,3459141
40,3,2,1,51,4,1,16997390
0,5,4,2,25,2,2,2570254
0,6,2,1,40,4,1,9400659
50,6,2,1,70,4,5,3524979
100,5,2,2,63,2,5,1083774
100,4,1,2,70,4,4,4418570
30,5,4,2,32,4,1,10801491
50,7,1,2,41,4,1,6391905
50,6,2,2,69,2,1,8743496
50,8,2,2,60,3,1,7538536
10,9,3,1,71,2,5,3509847
0,6,4,1,63,2,2,7537258
50,7,2,1,61,4,1,12991681
70,4,2,2,50,3,5,1139701
40,8,2,2,49,2,1,3706967
0,8,1,1,53,2,1,3507513
80,8,2,1,58,4,5,3463740
50,6,3,2,61,3,1,8482216
60,4,1,1,43,4,1,2504447
50,6,3,2,36,4,1,9397390
20,6,3,1,39,4,1,17028557
50,4,2,1,61,4,1,16960581
70,4,1,1,71,4,5,8578927
20,6,3,2,38,2,4,7636186
60,6,2,2,29,4,1,7633209
50,6,3,1,52,4,1,9361081
0,7,3,2,44,2,4,3342077
80,6,2,2,58,3,4,9628094
50,6,2,2,60,4,4,9320880
10,10,2,2,35,3,1,3699464
50,5,2,1,57,2,1,4319783
40,9,2,2,67,3,4,8477880
0,4,2,1,64,2,6,9748909
50,8,2,2,23,4,1,9512594
50,6,2,2,46,3,4,17021687
40,7,2,1,71,2,5,3428373
60,7,1,2,72,4,4,3448420
0,6,2,1,63,2,5,1024082
50,10,2,2,55,4,6,8692373
50,6,3,1,24,2,1,2484037
50,7,2,1,58,2,1,8557192
40,8,2,1,35,3,2,12853476
80,5,1,2,62,3,1,3485895
10,7,2,1,55,2,1,9513093
0,6,2,1,45,4,1,12952420
0,8,1,1,69,4,1,3380425
50,6,1,1,44,2,5,2576060
0,6,2,1,52,3,4,9382982
25,6,3,2,54,3,1,11049433
70,8,1,1,63,4,1,6605782
40,7,2,1,70,4,5,4437501
20,7,2,2,39,4,1,3424750
50,6,4,2,30,3,1,7462221
55,8,2,1,62,2,1,1062185
50,6,3,2,35,4,1,3374980
0,11,1,1,69,4,5,883662
10,6,2,1,66,4,5,2421672
50,8,2,1,66,4,5,2623576
5,10,4,1,42,2,1,3387768
50,6,1,1,67,3,5,885312
70,6,2,1,66,4,5,8700023
40,6,1,2,71,4,4,2438673
90,6,2,1,54,4,1,8513968
50,8,2,1,67,4,1,7618078
50,8,3,2,66,3,2,3472543
50,6,2,1,49,2,1,2539918
0,4,2,2,54,3,1,4437597
10,6,3,2,69,4,5,6491230
40,6,2,2,68,3,1,990618
50,9,3,2,53,3,1,9459995
75,6,1,1,64,2,5,976750
70,3,2,1,70,4,5,3612331
0,9,3,2,36,3,1,981191
0,6,4,2,26,2,4,4608941
50,6,3,2,36,3,5,2352612
10,2,2,1,72,2,5,3483297
50,6,3,1,33,3,5,1009790
40,7,2,2,34,4,4,7428400
60,5,1,2,67,4,4,8783652
50,6,3,1,46,2,1,1001224
50,7,3,1,43,2,5,1004871
25,6,2,2,73,2,5,2516912
0,11,3,1,31,4,1,3316117
25,6,4,2,33,3,4,2588014
25,6,2,2,34,4,1,7439980
50,8,1,1,70,2,5,4517153
30,6,1,1,63,4,1,6674779
50,6,3,2,71,3,6,2597517
0,6,3,1,43,3,1,9547793
30,6,3,1,31,3,1,13065673
0,10,1,2,69,2,5,974891
0,6,3,2,63,2,1,12995425
50,6,3,2,67,2,5,1015423
15,6,3,2,35,4,1,3361635
30,9,1,1,27,2,1,994075
60,5,2,2,58,3,1,8196557
50,4,2,2,35,2,5,3575155
10,9,2,2,43,2,1,4345056
60,6,2,2,55,3,4,16971730
5,3,2,2,59,4,2,4484982
90,6,1,2,62,3,2,4565787
50,6,2,2,52,3,1,4503799
0,11,1,1,31,2,5,11058129
50,8,4,1,40,4,1,8685214
10,8,2,2,35,3,5,974816
80,4,1,1,74,4,5,3533860
60,7,1,1,69,4,1,9614651
60,8,2,1,63,2,5,2506734
90,6,1,2,73,4,5,3454461
5,7,3,2,44,3,4,7631032
0,6,3,2,43,3,1,7479171
10,9,1,2,63,4,1,2373665
30,6,2,1,42,4,1,6515284
100,8,3,1,56,2,1,6522433
0,1,4,2,66,4,5,2351895
50,7,4,2,50,2,4,7593120
25,7,3,2,40,3,1,8564450
30,6,4,2,27,4,1,8337106
70,3,2,2,69,2,5,3622524
50,5,1,1,70,4,5,11099481
40,10,4,1,29,4,5,7607153
40,9,2,1,65,4,2,9473639
0,1,4,1,57,4,5,1100921
10,2,1,1,51,2,1,6312314
20,9,3,2,28,3,1,2396716
60,6,2,2,30,4,1,13099922
30,7,2,2,32,2,5,3572321
0,8,3,1,48,3,2,4512904
50,6,2,2,58,3,1,957952
50,7,3,2,25,4,3,1029653
0,4,2,1,45,2,1,8462004
50,5,3,2,54,3,5,7547925
50,9,3,2,71,3,4,9593218
70,4,1,2,56,4,1,3584870
20,1,2,1,52,3,1,2440855
80,6,2,1,41,2,1,8463721
0,5,2,1,39,2,1,8492439
0,6,3,1,41,2,5,1174175
75,7,2,2,70,3,4,3552674
0,8,2,2,57,2,1,878282
50,7,1,1,53,4,1,3500140
50,4,1,1,38,2,5,2484019
50,6,3,1,48,2,1,2627419
50,6,2,2,53,2,4,9586479
40,6,2,1,48,4,1,12909425
80,4,3,2,60,2,4,9617813
20,8,2,2,47,2,4,7580574
50,7,2,1,46,3,1,2529059
50,6,4,1,28,3,2,3586971
50,8,2,1,70,2,5,2501580
50,6,1,1,62,4,5,4486670
80,6,3,1,25,4,1,12996706
50,6,4,1,65,3,5,3451401
50,9,1,1,60,4,1,7390858
0,4,2,2,40,3,5,912500
0,11,4,2,47,4,1,8431634
20,6,2,2,72,3,4,3434146
0,9,2,1,29,4,1,7562750
40,5,3,1,31,4,1,6428424
50,6,2,2,32,4,1,11040825
40,6,4,1,27,2,1,1066173
0,4,2,2,38,3,4,7596065
10,8,2,1,73,4,5,2502223
50,11,3,2,33,2,1,995557
50,5,2,2,36,3,4,2480255
50,4,2,1,42,2,1,7574513
30,9,3,1,57,4,1,2403027
1,6,2,1,67,2,2,2593352
10,6,2,2,24,4,1,7490878
0,1,4,2,29,4,1,11081919
80,5,1,2,68,4,4,6583557
70,4,1,1,72,4,5,2402339
40,6,3,1,56,4,1,4420190
30,6,2,2,69,4,4,7413798
40,7,3,2,25,3,1,1080020
3,5,2,1,35,4,1,7546022
0,5,3,1,38,2,1,4607126
30,5,3,1,33,3,5,2568425
50,5,2,2,41,3,1,7586461
0,11,2,1,31,2,1,4410879
50,6,4,2,46,3,4,8574997
25,11,2,1,28,4,1,3413874
20,4,4,2,32,2,1,9506287
75,5,1,1,69,4,5,7465591
50,11,2,1,73,2,5,2423399
40,6,3,2,42,3,1,3441146
50,6,4,1,35,4,1,4432535
50,9,2,1,70,2,5,1090997
80,7,2,2,27,4,1,4390023
0,4,1,1,51,2,1,8453295
60,7,3,1,57,4,1,16893690
50,4,2,2,65,4,2,11057561
50,8,2,1,54,2,1,9512765
70,9,1,1,42,4,1,4512236
50,6,2,1,46,3,1,988116
20,3,2,1,49,4,1,12883623
40,7,3,2,27,4,1,3568805
50,9,3,2,51,2,1,6713971
80,5,2,2,71,2,4,3401811
20,9,1,1,43,4,1,11000623
0,6,3,2,28,3,1,4484842
75,9,2,2,66,2,1,966641
50,4,2,1,53,4,1,9521348
30,6,2,1,62,4,1,3483119
30,9,2,1,32,2,1,8470585
50,6,2,2,52,2,4,3379735
20,7,2,2,59,2,4,6660622
10,6,3,2,29,4,1,2394206
50,6,2,2,73,4,4,6451219
50,6,3,2,36,4,6,17022848
50,5,2,1,29,2,5,818882
10,8,3,2,39,3,1,3487955
5,6,3,1,38,2,1,2600165
10,9,1,2,42,3,5,3519227
0,6,3,1,23,4,3,1056185
70,4,1,1,62,3,1,9580803
5,10,1,1,72,4,6,2309867
60,4,1,1,59,2,1,11086945
100,2,1,2,72,4,2,11081401
50,4,2,1,65,4,1,4612998
0,8,3,1,68,3,5,4466152
50,8,3,1,32,4,1,9655651
50,6,2,1,61,2,1,3470492
0,10,1,1,45,3,2,10813499
60,6,2,1,53,4,1,9313226
0,5,2,2,74,3,2,2536138
80,1,1,1,67,4,5,985246
50,10,2,2,31,2,1,7491750
40,7,2,1,24,4,3,6431463
50,7,3,2,57,2,1,11072746
50,6,3,1,37,2,1,9583092
0,5,2,2,48,3,1,9280455
50,5,2,2,68,4,4,7482477
40,7,4,2,35,3,1,8440379
30,8,2,2,55,1,1,1281545
30,5,2,1,36,4,1,7459812
25,6,3,1,54,4,1,9306696
0,6,2,2,38,4,4,9569318
50,7,3,2,34,2,1,6620919
0,11,1,1,37,3,2,4528373
30,8,3,1,50,3,1,3523207
50,5,4,2,26,1,1,7406040
50,6,3,1,21,2,1,7441744
50,7,3,2,24,4,1,11013888
50,8,3,2,55,3,4,6371752
50,9,2,2,39,3,1,3454905
80,7,1,1,49,2,1,9567185
50,6,1,1,71,4,5,3375142
20,7,3,2,35,4,1,6395603
50,5,2,1,35,3,1,9506614
0,6,3,1,52,2,5,926354
70,5,1,1,61,4,5,3469186
50,6,1,2,66,4,4,7481061
0,6,1,1,68,4,1,9572587
60,6,3,1,52,4,1,7309205
0,11,1,1,49,4,2,9527863
10,6,2,1,25,2,1,2423608
0,6,1,2,58,2,1,6558429
50,6,3,1,36,3,5,1034965
50,9,2,1,24,3,1,4541745
