Voted,Female,Age,Educ,Knowledge,Ideology
0,0,66,4,4,5
1,1,35,4,5,7
0,1,60,2,3,5
0,1,29,4,1,8
1,1,27,2,3,6
1,1,70,4,4,4
0,0,66,4,4,4
0,0,25,4,5,10
0,1,49,2,3,7
1,0,76,4,2,7
0,1,52,2,3,3
1,1,62,2,5,1
1,1,50,3,5,5
1,1,68,2,5,4
0,0,62,2,4,6
0,0,63,4,3,6
1,1,58,3,4,6
1,1,51,2,5,7
1,0,67,4,5,2
1,1,55,3,3,5
0,1,23,4,4,7
1,1,55,4,2,4
1,0,71,4,5,7
1,1,74,2,5,5
1,1,35,2,5,4
0,1,72,1,3,6
1,0,22,4,4,6
1,1,40,4,5,5
1,1,70,4,3,8
1,0,28,4,5,7
1,0,60,4,5,9
1,1,27,4,5,4
0,1,45,2,1,5
1,1,40,2,5,4
0,1,29,3,3,6
1,1,70,2,5,6
1,1,48,4,4,4
1,1,73,3,2,7
1,1,70,3,4,5
1,0,71,2,5,5
0,1,35,4,4,4
1,0,25,4,3,5
1,0,75,2,5,3
1,1,63,3,5,4
1,1,46,3,5,7
0,1,28,2,5,10
1,1,46,3,3,8
0,1,30,1,1,0
0,1,75,2,3,5
1,1,77,3,5,4
0,0,25,4,5,8
0,1,41,3,4,6
1,1,45,2,5,5
1,0,64,4,5,6
1,1,41,4,3,5
1,1,63,2,5,3
1,1,42,3,5,3
1,1,42,2,5,5
0,1,22,4,5,7
1,1,71,2,2,4
1,1,59,4,5,5
0,1,55,2,2,5
1,1,72,3,5,6
1,1,27,4,3,4
1,1,38,4,5,0
1,1,51,4,3,4
1,1,67,4,5,4
0,1,67,2,2,5
0,1,36,3,2,8
1,0,28,4,5,3
1,1,51,2,4,7
1,1,51,2,4,6
1,1,46,4,3,1
1,1,38,4,3,5
1,1,57,3,5,7
0,1,29,4,5,4
1,1,60,2,5,5
0,1,61,3,3,7
0,1,72,3,3,5
0,1,70,2,3,5
1,0,29,4,3,6
0,0,75,4,2,3
1,1,71,2,5,5
0,1,23,2,4,7
1,1,60,4,4,4
1,1,59,4,5,6
0,1,39,4,3,2
1,1,41,3,5,3
0,1,21,4,1,7
1,1,47,3,5,3
0,1,62,4,5,7
0,1,69,2,2,5
1,1,38,4,3,7
1,1,41,3,3,9
1,0,67,4,4,5
1,1,55,4,5,1
0,0,73,4,5,4
1,1,21,4,4,7
1,0,76,2,5,3
0,1,19,4,4,7
1,1,32,3,3,5
1,1,61,3,5,6
0,1,75,3,4,6
1,0,21,4,4,3
1,1,77,2,4,3
1,0,29,4,5,7
1,0,24,4,2,2
1,0,29,4,5,8
0,1,46,4,1,6
1,1,62,2,5,4
1,0,72,2,5,3
0,0,25,3,2,3
1,1,62,3,5,5
0,0,24,2,4,8
1,0,27,4,3,5
1,1,53,3,4,5
1,1,63,4,4,7
1,1,52,4,5,4
1,1,69,3,5,2
1,1,74,2,3,5
0,0,67,2,3,0
1,1,64,2,5,3
1,1,55,4,5,4
0,1,69,2,3,7
1,1,53,4,5,3
0,1,40,4,3,8
1,0,29,3,3,5
1,0,21,4,5,6
1,1,77,2,3,4
1,1,45,3,4,10
0,0,25,4,4,5
0,1,21,2,2,7
0,1,29,3,2,3
0,1,59,4,5,1
1,1,70,2,4,3
1,1,77,3,5,8
1,1,30,4,1,5
0,1,51,2,2,8
1,1,67,3,4,5
1,1,61,3,5,5
0,1,42,4,3,5
1,1,28,4,5,6
1,0,29,3,5,0
1,1,30,4,2,5
0,1,65,3,5,6
0,1,21,4,2,5
1,0,25,4,5,5
0,1,47,2,5,7
1,0,54,3,5,5
1,0,29,2,5,5
0,0,26,1,5,0
1,0,25,4,3,5
1,1,50,4,5,7
1,0,18,4,2,7
1,1,48,4,3,6
0,1,26,2,4,6
0,0,24,4,3,5
1,1,70,2,5,6
1,1,66,2,5,8
1,1,32,4,2,8
1,0,25,2,5,8
1,1,71,3,3,7
1,0,28,2,4,6
1,1,35,4,4,10
0,0,25,4,3,5
1,0,25,4,2,8
1,0,19,4,3,5
0,0,27,2,4,6
1,1,28,4,3,6
0,1,19,4,5,2
1,1,71,4,5,6
0,1,40,2,4,0
1,0,29,4,5,10
1,0,27,4,5,2
0,0,28,3,3,5
1,0,28,4,4,3
1,0,26,4,2,8
0,1,27,4,4,5
1,0,28,4,3,5
1,0,29,4,3,6
1,0,29,4,3,7
1,0,28,4,5,7
0,1,28,3,3,4
0,1,49,3,3,6
1,1,70,1,2,6
0,0,43,2,1,2
1,0,29,4,3,2
1,0,26,4,3,7
1,1,70,2,4,6
1,0,28,3,4,5
0,1,23,4,2,2
1,1,62,3,5,5
1,0,30,4,3,8
0,0,25,4,2,0
0,1,44,4,3,10
1,1,63,2,5,5
1,1,40,3,4,2
0,1,65,2,5,7
0,1,27,4,1,10
0,0,20,2,4,6
0,1,29,4,2,7
1,0,23,4,1,5
0,1,27,2,3,5
0,1,24,2,5,4
1,0,27,4,3,5
1,0,28,4,2,7
1,0,22,4,3,8
1,0,28,4,1,5
1,1,29,4,2,1
0,0,25,2,3,5
0,1,27,3,1,5
0,0,27,4,3,6
1,1,70,3,3,5
0,0,25,4,4,5
1,1,43,4,5,7
0,0,26,3,3,5
1,1,56,4,4,8
1,0,25,4,2,6
0,0,28,4,4,5
0,0,22,2,5,1
0,0,27,3,3,5
1,0,27,4,5,3
1,1,28,3,2,6
1,0,29,3,3,3
1,0,28,2,5,4
0,1,60,3,3,5
1,1,65,2,5,4
1,1,29,2,2,8
1,1,25,3,3,7
0,1,40,3,4,8
0,1,21,4,5,8
1,1,69,2,4,5
0,1,28,4,5,5
